step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,t_stopped,t_accumulated_waiting_time,t_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time,average_waiting_time
0.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0,0.0
5.0,0,0.0,0.0,12.52888911752465,0,0.0,0.9030691058495028,0,0.0,0.0
10.0,0,0.0,0.0,12.75380408982655,0,0.0,0.9205694115354303,0,0.0,0.0
15.0,3,3.0,0.16666666666666666,7.386865431824932,3,3.0,0.40393403699400626,3,3.0,0.16666666666666666
20.0,4,20.0,1.1111111111111112,8.49298547297074,4,22.0,0.5053932498338448,4,22.0,1.5555555555555556
25.0,4,40.0,2.0,6.786706934086434,4,40.0,0.3844952976697801,4,40.0,2.4
30.0,6,65.0,3.25,7.340152492278674,6,67.0,0.4170743504937443,6,67.0,3.9
35.0,6,95.0,4.75,8.214316228344513,6,95.0,0.38082860824895515,6,95.0,5.4
40.0,6,81.0,3.1153846153846154,9.220732989581403,6,81.0,0.5704818647899371,6,81.0,5.3076923076923075
45.0,7,112.0,4.48,7.751466430858565,7,112.0,0.47831299603280975,7,112.0,6.76
50.0,5,20.0,0.8333333333333334,6.187359541819844,5,85.0,0.40821944453282877,5,85.0,8.583333333333334
55.0,9,54.0,2.076923076923077,6.251307740847557,9,55.0,0.3570629814542172,9,55.0,9.26923076923077
60.0,6,42.0,1.6153846153846154,6.559703966698417,6,75.0,0.30024161970939567,6,75.0,11.038461538461538
65.0,6,63.0,2.1724137931034484,7.744250936807733,6,71.0,0.41791125555827896,6,71.0,10.89655172413793
70.0,6,93.0,3.72,9.743434825530302,6,93.0,0.4648130145797745,6,93.0,13.84
75.0,6,123.0,3.727272727272727,9.958014177896475,6,123.0,0.5276977734769923,6,123.0,11.393939393939394
80.0,4,49.0,1.8148148148148149,9.69012455798901,4,99.0,0.6123280506026182,4,99.0,15.037037037037036
85.0,6,74.0,2.5517241379310347,8.759151671945835,6,74.0,0.5045032618013559,6,74.0,14.862068965517242
90.0,5,13.0,0.5,8.040429435010502,5,52.0,0.39570474142708084,5,52.0,17.76923076923077
95.0,6,42.0,1.68,7.884801887806905,6,42.0,0.4198979295580938,6,42.0,19.64
100.0,4,31.0,1.2916666666666667,7.836344172986315,4,54.0,0.4406862952332836,4,54.0,21.75
105.0,2,36.0,1.3846153846153846,9.777074311862393,2,41.0,0.6301632453517241,2,41.0,20.46153846153846
110.0,3,47.0,1.8076923076923077,10.79965501048493,3,47.0,0.6791048143013808,3,47.0,20.884615384615383
115.0,2,11.0,0.4583333333333333,10.262672706579563,2,11.0,0.6985104564019772,2,11.0,23.208333333333332
120.0,5,29.0,1.45,7.098347690437878,5,29.0,0.4286529306762788,5,29.0,28.75
125.0,6,44.0,2.0,5.817034767412097,6,51.0,0.36888161982475487,6,51.0,27.636363636363637
130.0,8,83.0,3.772727272727273,7.249812470234252,8,83.0,0.40027841410165327,8,83.0,29.40909090909091
135.0,5,47.0,1.8076923076923077,8.180092217047642,5,74.0,0.47285885948032974,5,74.0,26.26923076923077
140.0,7,76.0,3.1666666666666665,7.627483064412246,7,76.0,0.35385189119005994,7,76.0,29.666666666666668
145.0,4,83.0,3.074074074074074,8.158080663272628,4,94.0,0.5102105255857602,4,94.0,27.62962962962963
150.0,6,109.0,3.7586206896551726,9.67748357778228,6,109.0,0.5967128732876534,6,109.0,26.620689655172413
155.0,3,17.0,0.6296296296296297,8.767119071297417,3,72.0,0.5029070289930062,3,72.0,29.37037037037037
160.0,9,46.0,1.7037037037037037,7.135006629950153,9,46.0,0.3622437144262202,9,46.0,30.444444444444443
165.0,7,70.0,2.8,6.499551131991029,7,81.0,0.285200068843194,7,81.0,34.8
170.0,8,107.0,3.962962962962963,8.027497491746907,8,107.0,0.397528932955531,8,107.0,33.592592592592595
175.0,3,47.0,1.9583333333333333,8.377487747749004,3,90.0,0.38966447869781323,3,90.0,39.166666666666664
180.0,6,71.0,3.227272727272727,7.484573293406473,6,71.0,0.3629917396809738,6,71.0,43.81818181818182
185.0,3,77.0,2.9615384615384617,8.48002435061887,3,89.0,0.5024461163022365,3,89.0,38.15384615384615
190.0,3,92.0,3.5384615384615383,9.665746904191199,3,92.0,0.6113889790636026,3,92.0,38.73076923076923
195.0,5,43.0,1.7916666666666667,7.190486899878571,5,43.0,0.3711577278483628,5,43.0,42.708333333333336
200.0,12,90.0,3.9130434782608696,5.103064595005837,12,90.0,0.2822103904847863,12,90.0,46.608695652173914
205.0,8,106.0,4.416666666666667,4.992068254821109,8,127.0,0.30237718281746495,8,127.0,47.0
210.0,9,148.0,5.6923076923076925,6.996270052106855,9,151.0,0.38874591193229013,9,151.0,45.11538461538461
215.0,7,135.0,5.1923076923076925,6.006310591245958,7,154.0,0.23328231582341794,7,154.0,46.69230769230769
220.0,12,187.0,5.666666666666667,7.085545518954375,12,190.0,0.4001374810905388,12,190.0,38.36363636363637
225.0,8,194.0,6.0625,7.949004376334434,8,223.0,0.46510530822821927,8,223.0,41.3125
230.0,10,211.0,6.205882352941177,5.975458813923923,10,227.0,0.28782538658500045,10,227.0,39.85294117647059
235.0,10,44.0,1.375,6.125071557926924,10,171.0,0.29047449381379203,10,171.0,44.0625
240.0,11,72.0,2.25,5.7535521285439755,11,91.0,0.19679912763246388,11,91.0,45.5
245.0,11,90.0,2.903225806451613,6.406739759980627,11,130.0,0.2749003484163257,11,130.0,49.0
250.0,7,108.0,3.375,7.09482647133759,7,135.0,0.29171368866500835,7,135.0,48.65625
255.0,6,66.0,2.0,7.442761032459729,6,117.0,0.41473871744951407,6,117.0,48.24242424242424
