step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,t_stopped,t_accumulated_waiting_time,t_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
0.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0
5.0,0,0.0,0.0,12.58519851183477,0,0.0,0.8979017236484058,0,0.0
10.0,0,0.0,0.0,13.024247469101338,0,0.0,0.9293447929277611,0,0.0
15.0,2,2.0,0.1111111111111111,6.143809780545997,2,2.0,0.3569459999915405,2,2.0
20.0,9,42.0,2.3333333333333335,6.126077723120537,9,42.0,0.35012761172274903,9,42.0
25.0,10,89.0,4.045454545454546,4.234806671260028,10,89.0,0.3027983515284498,10,89.0
30.0,11,101.0,4.809523809523809,4.259351576143582,11,124.0,0.3090943293979165,11,124.0
35.0,13,158.0,6.32,4.435542164029502,13,158.0,0.21118171930451868,13,158.0
40.0,11,121.0,3.903225806451613,5.858636041735361,11,182.0,0.34028305053124724,11,182.0
45.0,6,118.0,3.806451612903226,7.309472005382447,6,138.0,0.4380809800491417,6,138.0
50.0,10,158.0,4.787878787878788,7.040268339340124,10,178.0,0.32829545948188077,10,178.0
55.0,16,224.0,7.225806451612903,5.236066645297067,16,244.0,0.23008241595843054,16,244.0
60.0,15,105.0,3.75,3.3150540095187355,15,235.0,0.13891183758618866,15,235.0
65.0,15,140.0,4.375,5.364416154454464,15,190.0,0.26585626215967745,15,190.0
70.0,13,105.0,3.3870967741935485,4.624615119553571,13,212.0,0.1800676176653491,13,212.0
75.0,8,40.0,1.0,7.370885750297407,8,172.0,0.4488528215562802,8,172.0
80.0,6,63.0,1.7027027027027026,7.310841282573375,6,186.0,0.43902421650831114,6,186.0
85.0,16,118.0,3.0256410256410255,5.15559756182846,16,241.0,0.27513051496765695,16,241.0
90.0,23,218.0,6.228571428571429,3.1762400755952878,23,341.0,0.13718356630400408,23,341.0
95.0,27,341.0,8.973684210526315,2.1628621377004116,27,464.0,0.09726004026141744,27,464.0
100.0,25,387.0,9.923076923076923,2.1917816518613207,25,545.0,0.11285719767858919,25,545.0
105.0,19,353.0,8.609756097560975,4.438076215269943,19,537.0,0.22673845914604332,19,537.0
110.0,11,145.0,3.0851063829787235,5.094190260937107,11,489.0,0.25278344570523803,11,489.0
115.0,11,100.0,2.3255813953488373,5.988070592763371,11,385.0,0.34391882588678835,11,385.0
120.0,14,115.0,2.5555555555555554,4.026030802873297,14,393.0,0.1595376187057411,14,393.0
125.0,17,144.0,3.272727272727273,4.387566471650484,17,365.0,0.18025098707518525,17,365.0
130.0,14,184.0,4.181818181818182,3.8202899785933293,14,432.0,0.13598348860343926,14,432.0
135.0,21,269.0,6.255813953488372,3.795696500657625,21,512.0,0.17213341667697446,21,512.0
140.0,25,281.0,6.534883720930233,2.8110280707553423,25,524.0,0.11871804296078593,25,524.0
145.0,32,423.0,9.195652173913043,2.7398395482241096,32,666.0,0.1424460926435012,32,666.0
150.0,37,602.0,11.803921568627452,3.1768464706577566,37,845.0,0.19549893193296966,37,845.0
155.0,34,642.0,13.10204081632653,1.407158995128979,34,940.0,0.08691671923346904,34,940.0
160.0,33,604.0,10.981818181818182,2.6188481834005963,33,965.0,0.10544484369193713,33,965.0
165.0,28,606.0,11.018181818181818,2.7565175763661416,28,1083.0,0.0699303943848838,28,1083.0
170.0,30,666.0,12.333333333333334,2.004144931639531,30,1231.0,0.09876969517265097,30,1231.0
175.0,28,465.0,8.773584905660377,1.7253627527546835,28,1214.0,0.07799063859370262,28,1214.0
180.0,27,273.0,5.055555555555555,2.3627599811725988,27,1096.0,0.08728386743135126,27,1096.0
185.0,32,410.0,6.721311475409836,4.545919590301646,32,980.0,0.19154752393940547,32,980.0
190.0,36,584.0,9.733333333333333,3.966438954044429,36,1077.0,0.12084751189718211,36,1077.0
195.0,39,609.0,10.68421052631579,2.6476707175288716,39,1147.0,0.05650574767753597,39,1147.0
200.0,31,558.0,9.964285714285714,3.697961797074563,31,1105.0,0.09680030072281673,31,1105.0
205.0,17,247.0,4.75,3.9560214131733082,17,1044.0,0.14200846742565276,17,1044.0
210.0,16,160.0,3.3333333333333335,4.499184565662534,16,1016.0,0.16479278510882106,16,1016.0
215.0,12,69.0,1.5681818181818181,3.92953506166922,12,1036.0,0.13195087978674433,12,1036.0
220.0,19,147.0,2.8823529411764706,4.508216447443485,19,1100.0,0.2261898422453618,19,1100.0
225.0,26,263.0,5.1568627450980395,3.75842136511527,26,1216.0,0.18210925533086725,26,1216.0
230.0,35,397.0,7.94,1.6195585070313823,35,1339.0,0.07530153152489032,35,1339.0
235.0,42,597.0,12.183673469387756,1.7379895373094891,42,1540.0,0.043765984253964364,42,1540.0
240.0,36,607.0,12.645833333333334,1.553781335026563,36,1581.0,0.021902416706159895,36,1581.0
245.0,29,515.0,10.729166666666666,3.2110005309625542,29,1372.0,0.09614292267587546,29,1372.0
250.0,16,312.0,6.782608695652174,3.6463748179297286,16,1442.0,0.1233039510525081,16,1442.0
255.0,14,191.0,3.9791666666666665,4.810703715296012,14,1503.0,0.21114081910193536,14,1503.0
260.0,16,140.0,3.111111111111111,4.570706204633134,16,1572.0,0.22655108998931445,16,1572.0
265.0,23,237.0,5.042553191489362,3.065267966041116,23,1670.0,0.1033780808202433,23,1670.0
270.0,25,263.0,5.717391304347826,2.5157302830230477,25,1628.0,0.07838213255738204,25,1628.0
275.0,21,231.0,5.133333333333334,2.8643913374096845,21,1425.0,0.08243771624688469,21,1425.0
280.0,17,201.0,4.369565217391305,3.896041908098834,17,1441.0,0.1436003164600803,17,1441.0
285.0,14,178.0,4.341463414634147,3.3911071853459234,14,1511.0,0.13245955506532578,14,1511.0
290.0,16,197.0,4.191489361702128,4.849535680262244,16,1582.0,0.2505087409364404,16,1582.0
295.0,22,293.0,6.23404255319149,3.454452031869517,22,1678.0,0.20752795132072574,22,1678.0
300.0,29,421.0,8.957446808510639,1.93910962234103,29,1807.0,0.0567335801042942,29,1807.0
305.0,38,597.0,11.94,1.63801408772013,38,1986.0,0.04269249367269039,38,1986.0
310.0,38,637.0,13.270833333333334,1.5917653849671864,38,1980.0,0.059281250248036634,38,1980.0
315.0,30,555.0,11.5625,2.7802390209454657,30,1673.0,0.09076384691882251,30,1673.0
320.0,22,502.0,10.458333333333334,5.021075645662139,22,1365.0,0.16553885837965765,22,1365.0
325.0,14,383.0,8.326086956521738,4.410180783454208,14,1449.0,0.22640126690622467,14,1449.0
330.0,17,385.0,8.75,3.9114634679703566,17,1527.0,0.2583234319343739,17,1527.0
335.0,23,490.0,10.652173913043478,2.2865535999286664,23,1632.0,0.16902750485592793,23,1632.0
340.0,30,554.0,10.653846153846153,1.3189051831749208,30,1588.0,0.0838829785231539,30,1588.0
345.0,26,598.0,11.074074074074074,2.4102863687094915,26,1394.0,0.0931840874302098,26,1394.0
350.0,27,633.0,10.913793103448276,3.2551864982232988,27,1437.0,0.11486621614074932,27,1437.0
355.0,27,718.0,13.807692307692308,2.511974464480528,27,1564.0,0.09879345473591628,27,1564.0
360.0,26,449.0,8.803921568627452,2.0996662180891392,26,1440.0,0.07925570567051386,26,1440.0
365.0,33,601.0,10.016666666666667,3.2237859892463754,33,1478.0,0.17210360168690633,33,1478.0
370.0,36,668.0,11.133333333333333,2.4980147458854978,36,1481.0,0.11346296774066882,36,1481.0
375.0,36,685.0,11.416666666666666,2.288627332200119,36,1341.0,0.09124478632299893,36,1341.0
380.0,31,355.0,5.916666666666667,2.8406737357488137,31,1306.0,0.09815861999896802,31,1306.0
385.0,20,143.0,2.508771929824561,3.4244690378086813,20,1188.0,0.1441357888150005,20,1188.0
390.0,19,145.0,2.6363636363636362,3.4020594031403752,19,1152.0,0.15806891327920722,19,1152.0
395.0,21,181.0,3.290909090909091,2.80868509280747,21,1013.0,0.08561094180401872,21,1013.0
